company,phone,Technology,Announced,Dimensions,Weight,Size,Resolution,OS,Chipset,CPU,GPU,Card_slot,Internal,Primary,Secondary,3point5mm_jack,WLAN,Bluetooth,GPS,USB,Price_group,Stand_by,Talk_time
LG,LG Lucid2 VS870,GSM / CDMA / HSPA / EVDO / LTE,"2013, April",122.5 x 62.8 x 9.8 mm (4.82 x 2.47 x 0.39 in),129 g (4.55 oz),4.3 inches (~66.3% screen-to-body ratio),540 x 960 pixels (~256 ppi pixel density),"Android OS, v4.1.2 (Jelly Bean)",Qualcomm MSM8960 Snapdragon S4 Plus,Dual-core 1.2 GHz Krait,Adreno 225,"microSD, up to 64 GB (dedicated slot)","8 GB, 1 GB RAM","5 MP, autofocus, LED flash",1.3 MP,Yes,"Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct, hotspot, DLNA","v4.0, A2DP, EDR","Yes, with A-GPS",microUSB v2.0,10-Jun,Up to 480 h,Up to 7 h 30 min
LG,LG Optimus F6,GSM / HSPA / LTE,"2013, August",128 x 65.9 x 10.2 mm (5.04 x 2.59 x 0.40 in),126 g (4.44 oz),4.5 inches (~66.2% screen-to-body ratio),540 x 960 pixels (~245 ppi pixel density),"Android OS, v4.1.2 (Jelly Bean)",Qualcomm MSM8930 Snapdragon 400,Dual-core 1.2 GHz Krait,Adreno 305,"microSD, up to 32 GB (dedicated slot)","4 GB, 1 GB RAM (D500)/ 8 GB, 1 GB RAM (D505)","5 MP, autofocus, LED flash - LG D5008 MP, autofocus, LED flash - LG D505",1.3 MP,Yes,"Wi-Fi 802.11 a/b/g/n, Wi-Fi Direct, hotspot, DLNA","v4.0, A2DP, LE","Yes, with A-GPS, GLONASS",microUSB v2.0,10-May,Up to 540 h (2G) / Up to 540 h (3G),Up to 15 h (2G) / Up to 10 h (3G)
LG,LG Optimus F5,GSM / CDMA / HSPA / EVDO / LTE,"2013, February",126 x 64.5 x 9.3 mm (4.96 x 2.54 x 0.37 in),131 g (4.62 oz),4.3 inches (~62.7% screen-to-body ratio),540 x 960 pixels (~256 ppi pixel density),"Android OS, v4.1.2 (Jelly Bean)",Qualcomm MSM8960 Snapdragon S4 Plus,Dual-core 1.2 GHz Krait,Adreno 225,"microSD, up to 32 GB (dedicated slot)","8 GB, 1 GB RAM","5 MP, autofocus","1.3 MP, 720p",Yes,"Wi-Fi 802.11 a/b/g/n, Wi-Fi Direct, hotspot, DLNA","v4.0, A2DP","Yes, with A-GPS",microUSB v2.0,10-May,Up to 500 h (2G) / Up to 500 h (3G),Up to 12 h (2G) / Up to 8 h (3G)
LG,LG Optimus G Pro E985,GSM / HSPA / LTE,"2013, February",150.2 x 76.1 x 9.4 mm (5.91 x 3.00 x 0.37 in),172 g (6.07 oz),5.5 inches (~73.0% screen-to-body ratio),1080 x 1920 pixels (~401 ppi pixel density),"Android OS, v4.1.2 (Jelly Bean), planned upgrade to v4.4.2 (KitKat)",Qualcomm APQ8064T Snapdragon S4 Pro,Quad-core 1.7 GHz Krait 300,Adreno 320,"microSD, up to 64 GB (dedicated slot)","16/32 GB, 2 GB RAM","13 MP, autofocus, LED flash, check quality","2.1 MP, 1080p@30fps",Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DLNA, hotspot","v4.0, A2DP, aptX","Yes, with A-GPS, S-GPS, GLONASS","microUSB v2.0 (SlimPort), USB Host",10-Jul,Up to 598 h (2G) / Up to 550 h (3G),Up to 31 h (2G) / Up to 21 h (3G)
LG,LG Optimus L7 II Dual P715,GSM / HSPA,"2013, February",122.2 x 66.6 x 9.7 mm (4.81 x 2.62 x 0.38 in),115.5 g (4.06 oz),4.3 inches (~64.7% screen-to-body ratio),480 x 800 pixels (~217 ppi pixel density),"Android OS, v4.1.2 (Jelly Bean)",Qualcomm MSM8225 Snapdragon S4 Play,Dual-core 1.0 GHz Cortex-A5,Adreno 203,"microSD, up to 32 GB (dedicated slot)","4 GB, 768 MB RAM","8 MP, autofocus, LED flash",VGA,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot, DLNA","v3.0, A2DP","Yes, with A-GPS",microUSB v2.0,10-Apr,Up to 800 h (2G) / Up to 800 h (3G),Up to 9 h 30 min (2G) / Up to 12 h (3G)
LG,LG Optimus L7 II P710,GSM / HSPA,"2013, February",121.5 x 66.6 x 9.7 mm (4.78 x 2.62 x 0.38 in),118 g (4.16 oz),4.3 inches (~65.0% screen-to-body ratio),480 x 800 pixels (~217 ppi pixel density),"Android OS, v4.1.2 (Jelly Bean), upgradable to v4.4.2 (KitKat)",Qualcomm MSM8225 Snapdragon S4 Play,Dual-core 1.0 GHz Cortex-A5,Adreno 203,"microSD, up to 32 GB (dedicated slot)","4 GB, 768 MB RAM","8 MP, autofocus, LED flash",VGA,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot, DLNA","v3.0, A2DP","Yes, with A-GPS",microUSB v2.0,10-Apr,Up to 800 h (3G),Up to 12 h (3G)
LG,LG Optimus L5 II Dual E455,GSM / HSPA,"2013, February",118.4 x 62.2 x 9.2 mm (4.66 x 2.45 x 0.36 in),100 g (3.53 oz),4.0 inches (~61.8% screen-to-body ratio),480 x 800 pixels (~233 ppi pixel density),"Android OS, v4.1.2 (Jelly Bean)",Mediatek MT6575,1.0 GHz Cortex-A9,PowerVR SGX531,"microSD, up to 32 GB (dedicated slot)","4 GB (1.75 GB user available), 512 MB RAM","5 MP, autofocus, LED flash",No,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","v3.0, A2DP","Yes, with A-GPS",microUSB v2.0,10-Mar,Up to 642 h,Up to 10 h
LG,LG Optimus L5 II E460,GSM / HSPA,"2013, February",117.5 x 62.2 x 9.2 mm (4.63 x 2.45 x 0.36 in),103.3 g (3.63 oz),4.0 inches (~62.3% screen-to-body ratio),480 x 800 pixels (~233 ppi pixel density),"Android OS, v4.1.2 (Jelly Bean), planned upgrade to v4.4.2 (KitKat)",Mediatek MT6575,1.0 GHz Cortex-A9,PowerVR SGX531,"microSD, up to 32 GB (dedicated slot)","4 GB (1.4 GB user available), 512 MB RAM","5 MP, autofocus, LED flash",No,Yes,"Wi-Fi 802.11 a/b/g/n, dual-band, hotspot","v3.0, A2DP","Yes, with A-GPS",microUSB v2.0,10-Mar,Up to 550 h (2G) / Up to 550 h (3G),Up to 10 h (2G) / Up to 9 h (3G)
LG,LG Optimus L3 II Dual E435,GSM / HSPA,"2013, February",102.9 x 61.3 x 11.9 mm (4.05 x 2.41 x 0.47 in),110 g (3.88 oz),3.2 inches (~50.3% screen-to-body ratio),240 x 320 pixels (~125 ppi pixel density),"Android OS, v4.1.2 (Jelly Bean)",Qualcomm MSM7225A Snapdragon S1,1.0 GHz Cortex-A5,Adreno 200,"microSD, up to 32 GB (dedicated slot)","4 GB (1.6 GB user available), 512 MB RAM",3.15 MP,No,Yes,"Wi-Fi 802.11 b/g/n, hotspot","v3.0, A2DP","Yes, with A-GPS, GLONASS",microUSB v2.0,10-Feb,Up to 730 h (2G) / Up to 680 h (3G),Up to 16 h 30 min (2G) / Up to 11 h 30 min (3G)
LG,LG Optimus L3 II E430,GSM / HSPA,"2013, February",102.6 x 61.1 x 11.9 mm (4.04 x 2.41 x 0.47 in),107 g (3.77 oz),3.2 inches (~50.6% screen-to-body ratio),240 x 320 pixels (~125 ppi pixel density),"Android OS, v4.1.2 (Jelly Bean)",Qualcomm MSM7225A Snapdragon S1,1.0 GHz Cortex-A5,Adreno 200,"microSD, up to 32 GB (dedicated slot)","4 GB (1.6 GB user available), 512 MB RAM",3.15 MP,No,Yes,"Wi-Fi 802.11 b/g/n, hotspot","v3.0, A2DP","Yes, with A-GPS",microUSB v2.0,10-Feb,Up to 608 h (2G) / Up to 700 h (3G),Up to 11 h 30 min (2G) / Up to 10 h (3G)
LG,LG Optimus L1 II E410,GSM / HSPA,"2013, February",102.9 x 59.2 x 12.2 mm (4.05 x 2.33 x 0.48 in),105 g (3.70 oz),3.0 inches (~45.8% screen-to-body ratio),240 x 320 pixels (~133 ppi pixel density),"Android OS, v4.1.2 (Jelly Bean)",Qualcomm MSM7225A-AB Snapdragon S1,1.0 GHz Cortex-A5,Adreno 200,"microSD, up to 32 GB (dedicated slot)","4 GB (1.6 GB user available), 512 MB RAM",2 MP,No,Yes,Wi-Fi 802.11 b/g/n,"v3.0, A2DP","Yes, with A-GPS",microUSB v2.0,10-Feb,Up to 400 h,Up to 4 h
LG,LG Spectrum II 4G VS930,GSM / CDMA / HSPA / EVDO / LTE,"2012, October",134.9 x 68.3 x 9.1 mm (5.31 x 2.69 x 0.36 in),148 g (5.22 oz),4.7 inches (~66.1% screen-to-body ratio),720 x 1280 pixels (~312 ppi pixel density),"Android OS, v4.0 (Ice Cream Sandwich)",Qualcomm MSM8960 Snapdragon S4 Plus,Dual-core 1.5 GHz Krait,Adreno 225,"microSD, up to 32 GB (dedicated slot)","16 GB, 1 GB RAM","8 MP, autofocus, LED flash",1.3 MP,Yes,"Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct, DLNA, hotspot","v4.0, A2DP","Yes, with A-GPS",microUSB v2.0 (MHL TV-out),10-Apr,Up to 480 h,Up to 10 h
LG,LG Optimus Vu II F200,CDMA / HSPA / EVDO / LTE,"2012, September",132.2 x 85.6 x 9.4 mm (5.20 x 3.37 x 0.37 in),159 g (5.61 oz),5.0 inches (~68.4% screen-to-body ratio),768 x 1024 pixels (~256 ppi pixel density),"Android OS, v4.0.4 (Ice Cream Sandwich), upgradable to v4.1 (Jelly Bean)",Qualcomm MSM8960 Snapdragon S4 Plus,Dual-core 1.5 GHz Krait,Adreno 225,"microSD, up to 32 GB (dedicated slot)",2 GB RAM,"8 MP, autofocus, LED flash",1.3 MP,Yes,"Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct, DLNA, hotspot","v4.0, A2DP","Yes, with A-GPS",microUSB v2.0 (MHL TV-out),10-Apr,Up to 400 h,Up to 8 h 20 min
LG,LG Optimus G E970,GSM / HSPA / LTE,"2012, September",130.8 x 71.6 x 8.4 mm (5.15 x 2.82 x 0.33 in),147.1 g (5.19 oz),4.7 inches (~67.1% screen-to-body ratio),768 x 1280 pixels (~318 ppi pixel density),"Android OS, v4.0 (Ice Cream Sandwich), upgradable to v4.1.2 (Jelly Bean)",Qualcomm APQ8064 Snapdragon S4 Pro,Quad-core 1.5 GHz Krait,Adreno 320,"microSD, up to 64 GB (dedicated slot), 16 GB included","16 GB, 2 GB RAM","8 MP, autofocus, LED flash",1.3 MP,Yes,"Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct, DLNA, hotspot","v4.0, A2DP, LE","Yes, with A-GPS, S-GPS, GLONASS","microUSB v2.0 (MHL TV-out), USB Host",10-May,Up to 324 h,Up to 10 h
LG,LG Splendor US730,CDMA / EVDO,"2012, September",125 x 67 x 9 mm (4.92 x 2.64 x 0.35 in),120 g (4.23 oz),4.3 inches (~62.8% screen-to-body ratio),480 x 800 pixels (~217 ppi pixel density),"Android OS, v4.0.4 (Ice Cream Sandwich)",Qualcomm MSM8655 Snapdragon S2,1.0 GHz Scorpion,Adreno 205,"microSD, up to 32 GB (dedicated slot), 4 GB included","4 GB, 768 MB RAM","5 MP, autofocus, LED flash",VGA,Yes,"Wi-Fi 802.11 b/g/n, DLNA, hotspot","v3.0, A2DP, EDR","Yes, with A-GPS",microUSB v2.0,10-Mar,Up to 240 h,Up to 9 h
LG,LG Escape P870,GSM / HSPA / LTE,"2012, September",126 x 65 x 9 mm (4.96 x 2.56 x 0.35 in),128 g (4.52 oz),4.3 inches (~62.2% screen-to-body ratio),540 x 960 pixels (~256 ppi pixel density),"Android OS, v4.0.4 (Ice Cream Sandwich)",Qualcomm MSM8960L Snapdragon S4 Plus,Dual-core 1.2 GHz Krait,Adreno 225,"microSD, up to 32 GB (dedicated slot)","4 GB, 1 GB RAM","5 MP, autofocus",1.3 MP,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot, DLNA","v4.0, A2DP","Yes, with A-GPS",microUSB v2.0,10-Apr,Up to 312 h,Up to 8 h
LG,LG Optimus L9 P760,GSM / HSPA,"2012, August",131.9 x 68.2 x 9.1 mm (5.19 x 2.69 x 0.36 in),125 g (4.41 oz),4.7 inches (~67.7% screen-to-body ratio),540 x 960 pixels (~234 ppi pixel density),"Android OS, v4.0.4 (Ice Cream Sandwich), upgradable to v4.1.2 (Jelly Bean)",TI OMAP 4430,Dual-core 1.0 GHz Cortex-A9,PowerVR SGX540,"microSD, up to 32 GB (dedicated slot)","4 GB, 1 GB RAM","5 MP, autofocus, LED flash, check quality",VGA,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot, DLNA","v3.0, A2DP, EDR","Yes, with A-GPS",microUSB v2.0,10-Apr,Up to 830 h (2G) / Up to 798 h (3G),Up to 12 h (2G) / Up to 11 h 40 min (3G)
LG,LG Motion 4G MS770,CDMA / EVDO / LTE,"2012, August",111 x 61 x 11.7 mm (4.37 x 2.40 x 0.46 in),132 g (4.66 oz),3.5 inches (~53.9% screen-to-body ratio),320 x 480 pixels (~165 ppi pixel density),"Android OS, v4.0 (Ice Cream Sandwich)",Qualcomm MSM8960L Snapdragon S4 Plus,Dual-core 1.2 GHz Krait,Adreno 225,"microSD, up to 32 GB (dedicated slot)","8 GB (5 GB user available), 1 GB RAM","5 MP, autofocus, LED flash",VGA,Yes,"Wi-Fi 802.11 b/g/n, DLNA, hotspot","v4.0, A2DP","Yes, with A-GPS",microUSB v2.0,10-Mar,Up to 290 h,Up to 5 h 25 min
LG,LG Optimus Vu P895,GSM / HSPA,"2012, August",139.6 x 90.4 x 8.5 mm (5.50 x 3.56 x 0.33 in),168 g (5.93 oz),5.0 inches (~61.3% screen-to-body ratio),768 x 1024 pixels (~256 ppi pixel density),"Android OS, v4.0.4 (Ice Cream Sandwich)",Nvidia Tegra 3,Quad-core 1.5 GHz,ULP GeForce,No,"32 GB, 1 GB RAM","8 MP, autofocus, LED flash",1.3 MP,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, DLNA, hotspot","v4.0, A2DP","Yes, with A-GPS",microUSB v2.0 (MHL TV-out),10-May,Up to 510 h (2G) / Up to 486 h (3G),Up to 16 h 30 min (2G) / Up to 15 h (3G)
LG,LG Optimus L3 E405,GSM / HSPA,"2012, January",102.6 x 61.6 x 11.9 mm (4.04 x 2.43 x 0.47 in),119 g (4.20 oz),3.2 inches (~50.2% screen-to-body ratio),240 x 320 pixels (~125 ppi pixel density),"Android OS, v2.3.6 (Gingerbread)",Qualcomm MSM7225A Snapdragon S1,800 MHz Cortex-A5,Adreno 200,"microSD, up to 32 GB (dedicated slot)","1 GB, 384 MB RAM","3.15 MP, autofocus",No,Yes,"Wi-Fi 802.11 b/g/n, hotspot, DLNA","v3.0, A2DP, EDR","Yes, with A-GPS",microUSB v2.0,10-Feb,Up to 600 h (2G) / Up to 600 h (3G),Up to 12 h 30 min (2G) / Up to 10 h (3G)
LG,LG Optimus LTE2,CDMA / HSPA / EVDO / LTE,"2012, May",134.7 x 69.5 x 8.9 mm (5.30 x 2.74 x 0.35 in),145 g (5.11 oz),4.7 inches (~65.0% screen-to-body ratio),720 x 1280 pixels (~312 ppi pixel density),"Android OS, v4.0 (Ice Cream Sandwich)",Qualcomm MSM8960 Snapdragon S4 Plus,Dual-core 1.5 GHz Krait,Adreno 225,"microSD, up to 32 GB (dedicated slot)","16 GB, 2 GB RAM","8 MP, autofocus, LED flash",1.3 MP,Yes,"Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct, DLNA, hotspot","v4.0, A2DP, LE","Yes, with A-GPS",microUSB v2.0 (MHL TV-out),10-May,Up to 250 h,Up to 10 h
LG,LG Optimus True HD LTE P936,GSM / HSPA / LTE,"2012, April",132.9 x 67.9 x 10.4 mm (5.23 x 2.67 x 0.41 in),135 g (4.76 oz),4.5 inches (~61.9% screen-to-body ratio),720 x 1280 pixels (~326 ppi pixel density),"Android OS, v2.3.6 (Gingerbread)",Qualcomm APQ8060 Snapdragon S3,Dual-core 1.5 GHz Scorpion,Adreno 220,"microSD, up to 32 GB (dedicated slot), 16 GB included","4 GB, 1 GB RAM","8 MP, autofocus, LED flash",1.3 MP,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, DLNA, hotspot","v3.0, A2DP, EDR","Yes, with A-GPS",microUSB v2.0 (MHL TV-out),10-May,Up to 250 h (3G),Up to 4 h (3G)
LG,LG Lucid 4G VS840,CDMA / EVDO / LTE,"2012, March",119.1 x 62.2 x 11.4 mm (4.69 x 2.45 x 0.45 in),142 g (5.01 oz),4.0 inches (~61.5% screen-to-body ratio),480 x 800 pixels (~233 ppi pixel density),"Android OS, v2.3.6 (Gingerbread), upgradable to v4.0.4 (Ice Cream Sandwich)",Qualcomm Snapdragon S3,Dual-core 1.2 GHz Scorpion,Adreno 220,"microSD, up to 32 GB (dedicated slot)","8 GB, 1 GB RAM","5 MP, autofocus, LED flash",VGA,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot, DLNA","v3.0, A2DP, EDR","Yes, with A-GPS",microUSB v2.0,10-Apr,Up to 350 h,Up to 8 h
LG,LG Optimus M+ MS695,CDMA / EVDO,"2012, March",113.8 x 62.7 x 9.9 mm (4.48 x 2.47 x 0.39 in),119 g (4.20 oz),3.5 inches (~51.1% screen-to-body ratio),320 x 480 pixels (~165 ppi pixel density),"Android OS, v2.3 (Gingerbread)",Qualcomm MSM7627A Snapdragon S1,800 MHz Cortex A5,Adreno 200,"microSD, up to 32 GB (dedicated slot)","4 GB, 512 MB RAM","5 MP, autofocus, LED flash",No,Yes,"Wi-Fi 802.11 b/g/n, hotspot","v3.0, A2DP","Yes, with A-GPS",microUSB v2.0,10-Feb,Up to 250 h,Up to 4 h
LG,LG Optimus 4X HD P880,GSM / HSPA,"2012, February",132.4 x 68.1 x 8.9 mm (5.21 x 2.68 x 0.35 in),133 g (4.69 oz),4.7 inches (~67.5% screen-to-body ratio),720 x 1280 pixels (~312 ppi pixel density),"Android OS, v4.0 (Ice Cream Sandwich), upgradable to v4.1 (Jelly Bean)",Nvidia Tegra 3,Quad-core 1.5 GHz Cortex-A9,ULP GeForce,"microSD, up to 64 GB (dedicated slot)","16 GB (12 GB user available), 1 GB RAM","8 MP, autofocus, LED flash, check quality",1.3 MP,Yes,"Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct, DLNA, hotspot","v4.0, A2DP, LE","Yes, with A-GPS",microUSB v2.0 (MHL TV-out),10-May,Up to 730 h (2G) / Up to 686 h (3G),Up to 9 h 20 min (2G) / Up to 10 h 50 min (3G)
LG,LG Optimus 3D Max P720,GSM / HSPA,"2012, February",126.8 x 67.4 x 9.6 mm (4.99 x 2.65 x 0.38 in),148 g (5.22 oz),4.3 inches (~61.6% screen-to-body ratio),480 x 800 pixels (~217 ppi pixel density),"Android OS, v2.3 (Gingerbread), planned upgrade to v4.0 (Ice Cream Sandwich)",TI OMAP 4430,Dual-core 1.2 GHz Cortex-A9,PowerVR SGX540,"microSD, up to 32 GB (dedicated slot)","8 GB (5.3 GB user available), 1 GB RAM","Dual 5 MP, autofocus, LED flash, check quality",VGA,Yes,"Wi-Fi 802.11 b/g/n, DLNA, hotspot","v3.0, A2DP, EDR","Yes, with A-GPS",microUSB v2.0 (MHL TV-out),10-May,Up to 450 h,Up to 8 h
LG,LG Optimus L7 P700,GSM / HSPA,"2012, February",125.5 x 67 x 8.7 mm (4.94 x 2.64 x 0.34 in),122 g (4.30 oz),4.3 inches (~62.6% screen-to-body ratio),480 x 800 pixels (~217 ppi pixel density),"Android OS, v4.0.3 (Ice Cream Sandwich)",Qualcomm MSM7227A Snapdragon S1,1.0 GHz Cortex-A5,Adreno 200,"microSD, up to 32 GB (dedicated slot)","4 GB (2.4 GB user available), 512 MB RAM","5 MP, autofocus, LED flash, check quality",Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot, DLNA","v3.0, A2DP","Yes, with A-GPS",microUSB v2.0,10-Mar,Up to 550 h,Up to 6 h
LG,LG Optimus L5 E610,GSM / HSPA,"2012, February",118.3 x 66.5 x 9.5 mm (4.66 x 2.62 x 0.37 in),125 g (4.41 oz),4.0 inches (~60.6% screen-to-body ratio),320 x 480 pixels (~144 ppi pixel density),"Android OS, v4.0 (Ice Cream Sandwich)",Qualcomm MSM7225A Snapdragon S1,800 MHz Cortex-A5,Adreno 200,"microSD, up to 32 GB (dedicated slot)","4 GB (2.5 GB user available), 512 MB RAM","5 MP, autofocus, LED flash",No,Yes,"Wi-Fi 802.11 b/g/n, hotspot","v3.0, A2DP","Yes, with A-GPS",microUSB v2.0,10-Mar,Up to 900 h (2G) / Up to 900 h (3G),Up to 10 h (2G) / Up to 9 h 20 min (3G)
LG,LG Optimus Vu F100S,CDMA / HSPA / EVDO / LTE,"2012, February",139.6 x 90.4 x 8.5 mm (5.50 x 3.56 x 0.33 in),168 g (5.93 oz),5.0 inches (~61.3% screen-to-body ratio),768 x 1024 pixels (~256 ppi pixel density),"Android OS, v2.3.5 (Gingerbread), upgradable to v4.1.2 (Jelly Bean)",Qualcomm MSM8660 Snapdragon S3,Dual-core 1.5 GHz Scorpion,Adreno 220,No,"32 GB, 1 GB RAM","8 MP, autofocus, LED flash, check quality",1.3 MP,Yes,"Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct, DLNA, hotspot","v3.0, A2DP","Yes, with A-GPS",microUSB v2.0 (MHL TV-out),10-May,Up to 270 h,Up to 6 h
LG,LG Connect 4G MS840,CDMA / EVDO / LTE,"2012, January",117 x 62 x 11.7 mm (4.61 x 2.44 x 0.46 in),137 g (4.83 oz),4.0 inches (~61.3% screen-to-body ratio),480 x 840 pixels (~242 ppi pixel density),"Android OS, v2.3.5 (Gingerbread)",Qualcomm MSM8660 Snapdragon S3,Dual-core 1.2 GHz Scorpion,Adreno 220,"microSD, up to 32 GB (dedicated slot), 2 GB included","4 GB (1.9 GB user available), 1 GB RAM","5 MP, autofocus, LED flash",VGA,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot, DLNA","v3.0, A2DP, EDR","Yes, with A-GPS",microUSB v2.0,10-Mar,Up to 250 h,Up to 4 h 30 min
LG,LG Spectrum VS920,CDMA / EVDO / LTE,"2012, January",135.4 x 68.8 x 10.4 mm (5.33 x 2.71 x 0.41 in),141.5 g (4.97 oz),4.5 inches (~59.9% screen-to-body ratio),720 x 1280 pixels (~326 ppi pixel density),"Android OS, v2.3 (Gingerbread)",Qualcomm MSM8660 Snapdragon S3,Dual-core 1.5 GHz Scorpion,Adreno 220,"microSD, up to 32 GB (dedicated slot), 16 GB included","4 GB, 1 GB RAM","8 MP, autofocus, LED flash",1.3 MP,Yes,"Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct, DLNA, hotspot","v3.0, A2DP, EDR","Yes, with A-GPS",microUSB v2.0 (MHL TV-out),10-Mar,Up to 348 h,Up to 8 h 20 min
LG,LG Prada 3.0,GSM / HSPA,"2011, December",127.5 x 69 x 8.5 mm (5.02 x 2.72 x 0.33 in),138 g (4.87 oz),4.3 inches (~59.8% screen-to-body ratio),480 x 800 pixels (~217 ppi pixel density),"Android OS, v2.3.7 (Gingerbread), planned upgrade to v4.0 (Ice Cream Sandwich)",TI OMAP 4430,Dual-core 1.0 GHz Cortex-A9,PowerVR SGX540,"microSD, up to 32 GB (dedicated slot)","8 GB, 1 GB RAM","8 MP, autofocus, LED flash, check quality",1.3 MP,Yes,"Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct, DLNA, hotspot","v3.0, A2DP, EDR","Yes, with A-GPS",microUSB v2.0 (MHL TV-out),10-May,Up to 330 h (2G) / Up to 330 h (3G),Up to 4 h 20 min (2G) / Up to 5 h (3G)
LG,LG Optimus 4G LTE P935,GSM / HSPA / LTE,"2011, November",133.9 x 67.9 x 10.5 mm (5.27 x 2.67 x 0.41 in),135 g (4.76 oz),4.5 inches (~61.4% screen-to-body ratio),720 x 1280 pixels (~326 ppi pixel density),"Android OS, v2.3 (Gingerbread), planned upgrade to v4.0 (Ice Cream Sandwich)",Qualcomm APQ8060 Snapdragon S3,Dual-core 1.5 GHz Scorpion,Adreno 220,"microSD, up to 32 GB (dedicated slot), 8 GB included","2 GB, 1 GB RAM","8 MP, autofocus, LED flash",1.3 MP,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, DLNA, hotspot","v3.0, A2DP, EDR","Yes, with A-GPS",microUSB v2.0 (MHL TV-out),10-May,Up to 252 h,Up to 3 h
LG,LG Enlighten VS700,CDMA / EVDO,"2011, September",114 x 58 x 15 mm (4.49 x 2.28 x 0.59 in),157 g (5.54 oz),3.2 inches (~46.1% screen-to-body ratio),320 x 480 pixels (~180 ppi pixel density),"Android OS, v2.3 (Gingerbread)",Qualcomm MSM7627T,800 MHz,Adreno 200,"microSD, up to 32 GB (dedicated slot), 2 GB included",150 MB,"3.15 MP, autofocus",No,Yes,"Wi-Fi 802.11 b/g/n, hotspot","v3.0, A2DP, EDR","Yes, with A-GPS",microUSB v2.0,10-Feb,Up to 810 h,Up to 6 h
LG,LG Jil Sander Mobile,GSM / HSPA,"2011, October",123 x 61.5 x 11.9 mm (4.84 x 2.42 x 0.47 in),-,3.8 inches (~54.3% screen-to-body ratio),480 x 800 pixels (~246 ppi pixel density),Microsoft Windows Phone 7.5 Mango,Qualcomm QSD8650 Snapdragon S1,1.0 GHz Scorpion,Adreno 200,No,16 GB,"5 MP, autofocus, LED flash",No,Yes,"Wi-Fi 802.11 b/g/n, DLNA","v2.1, A2DP, EDR","Yes, with A-GPS",microUSB v2.0,10-Mar,Up to 400 h (2G) / Up to 400 h (3G),Up to 7 h (2G) / Up to 6 h (3G)
LG,LG Optimus LTE SU640,GSM / HSPA / LTE,"2011, October",132.9 x 67.9 x 10.4 mm (5.23 x 2.67 x 0.41 in),135 g (4.76 oz),4.5 inches (~61.9% screen-to-body ratio),720 x 1280 pixels (~326 ppi pixel density),"Android OS, v2.3.5 (Gingerbread), upgradable to v4.0 (Ice Cream Sandwich)",Qualcomm MSM8660 Snapdragon S3,Dual-core 1.5 GHz Scorpion,Adreno 220,"microSD, up to 32 GB (dedicated slot), 16 GB included","4 GB, 1 GB RAM","8 MP, autofocus, LED flash",1.3 MP,Yes,"Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct, DLNA, hotspot","v3.0, A2DP","Yes, with A-GPS",microUSB v2.0 (MHL TV-out),10-Mar,Up to 400 h,Up to 7 h
LG,LG Optimus LTE LU6200,CDMA / HSPA / EVDO / LTE,"2011, October",132.9 x 67.9 x 10.4 mm (5.23 x 2.67 x 0.41 in),139 g (4.90 oz),4.5 inches (~61.9% screen-to-body ratio),720 x 1280 pixels (~326 ppi pixel density),"Android OS, v2.3.5 (Gingerbread), upgradable to v4.0 (Ice Cream Sandwich)",Qualcomm MSM8660 Snapdragon S3,Dual-core 1.5 GHz Scorpion,Adreno 220,"microSD, up to 32 GB (dedicated slot), 16 GB included","4 GB, 1 GB RAM","8 MP, autofocus, LED flash",1.3 MP,Yes,"Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct, DLNA, hotspot","v3.0, A2DP","Yes, with A-GPS",microUSB v2.0 (MHL TV-out),10-Mar,Up to 400 h,Up to 7 h
