company,phone,Technology,Announced,Dimensions,Weight,Size,Resolution,OS,Chipset,CPU,GPU,Card_slot,Internal,Primary,Secondary,3point5mm_jack,WLAN,Bluetooth,GPS,USB,Price_group,Stand_by,Talk_time
ACER,Acer Iconia Talk S,GSM / HSPA / LTE,"2016, August",191.7 x 101 x 9.4 mm (7.55 x 3.98 x 0.37 in),260 g (9.17 oz),7.0 inches (~73.4% screen-to-body ratio),800 x 1280 pixels (~216 ppi pixel density),"Android OS, v6.0 (Marshmallow)",Mediatek MT8735,Quad-core 1.3 GHz Cortex-A53,Mali-T720MP2,"microSD, up to 32 GB (dedicated slot)","32 GB, 2 GB RAM","13 MP, autofocus",2 MP,Yes,"Wi-Fi 802.11 a/b/g/n, Wi-Fi Direct, hotspot","v4.0, A2DP","Yes, with A-GPS",microUSB v2.0,10-Apr,,
ACER,Acer Liquid Z6 Plus,GSM / HSPA / LTE,"2016, August",-,-,5.5 inches,1080 x 1920 pixels (~401 ppi pixel density),"Android OS, v6.0 (Marshmallow)",Mediatek MT6753,Quad-core 1.3 GHz Cortex-A53,Mali-T720MP3,microSD,"32 GB, 3 GB RAM","13 MP, autofocus, LED flash",5 MP,Yes,Yes,Yes,"Yes, with A-GPS",microUSB v2.0,10-May,,
ACER,Acer Liquid Z6,GSM / HSPA / LTE,"2016, August",-,-,5.0 inches,720 x 1280 pixels (~294 ppi pixel density),"Android OS, v6.0 (Marshmallow)",Mediatek MT6737,Quad-core 1.25 GHz Cortex-A53,Mali-T720MP2,microSD,"8 GB, 1 GB RAM","8 MP, autofocus, LED flash",2 MP,Yes,Yes,Yes,"Yes, with A-GPS",microUSB v2.0,10-Mar,,
ACER,Acer Iconia Tab 10 A3-A40,No cellular connectivity,"2016, April",259 x 167 x 8.9 mm (10.20 x 6.57 x 0.35 in),-,10.1 inches (~68.4% screen-to-body ratio),1920 x 1200 pixels (~224 ppi pixel density),"Android OS, v6.0 (Marshmallow)",Mediatek MT8163A,Quad-core 1.3 GHz Cortex-A53,Mali-T720 MP2,"microSD, up to 256 GB (dedicated slot)","16/32/64 GB, 2 GB RAM",5 MP,2 MP,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, hotspot",Yes,,microUSB v2.0,10-May,,
ACER,Acer Liquid X2,GSM / HSPA / LTE,"2015, April",153.3 x 78.8 x 8.5 mm (6.04 x 3.10 x 0.33 in),166 g (5.86 oz),5.5 inches (~69.0% screen-to-body ratio),720 x 1280 pixels (~267 ppi pixel density),"Android OS, v5.1 (Lollipop)",Mediatek MT6753,Octa-core 1.3 GHz Cortex-A53,Mali-T720MP4,"microSD, up to 32 GB (dedicated slot)","32 GB, 3 GB RAM","13 MP, f/1.8, autofocus, LED flash, check quality","13 MP, f/1.8, autofocus, LED flash",Yes,"Wi-Fi 802.11 b/g/n, hotspot","v4.0, A2DP, LE","Yes, with A-GPS",microUSB v2.0,10-May,Up to 820 h (3G),Up to 23 h (3G)
ACER,Acer Liquid Jade 2,GSM / HSPA / LTE,"2016, February",-,-,5.5 inches,1080 x 1920 pixels (~401 ppi pixel density),"Android OS, v6.0 (Marshmallow)",Qualcomm MSM8992 Snapdragon 808,Hexa-core (4x1.4 GHz Cortex-A53 & 2x1.8 GHz Cortex-A57),,"microSD, up to 256 GB","32 GB, 3 GB RAM","21 MP, autofocus, dual-LED flash",8 MP,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","v4.0, A2DP, LE","Yes, with A-GPS",microUSB v2.0,,,
ACER,Acer Liquid Zest Plus,GSM / HSPA / LTE,"2016, April",-,-,5.5 inches,720 x 1280 pixels (~267 ppi pixel density),"Android OS, v6.0 (Marshmallow)",Mediatek MT6735,Quad-core 1.3 GHz Cortex-A53,Mali-T720MP2,microSD (dedicated slot),"16 GB, 2 GB RAM","13 MP, phase detection/laser autofocus, LED flash",5 MP,Yes,Yes,Yes,"Yes, with A-GPS",microUSB v2.0,10-Apr,,
ACER,Acer Liquid Zest,GSM / HSPA / LTE,"2016, February",-,-,5.0 inches,720 x 1280 pixels (~294 ppi pixel density),"Android OS, v6.0 (Marshmallow)",Mediatek MT6580 - Z525Mediatek MT6735 - Z525,Quad-core 1.3 GHz - Z525Quad-core 1.0 GHz - Z528,Mali-400MP2 - Z525Mali-T720MP2 - Z528,microSD (dedicated slot),,"8 MP, f/2.0, autofocus, LED flash",5 MP,Yes,Yes,"v4.0, A2DP","Yes, with A-GPS",microUSB v2.0,,,
ACER,Acer Predator 8,No cellular connectivity,"2015, September",217.9 x 127 x 8.6 mm (8.58 x 5.0 x 0.34 in),353.8 g (12.49 oz),8.0 inches (~67.1% screen-to-body ratio),1920 x 1200 pixels (~283 ppi pixel density),"Android OS, v5.0 (Lollipop)",Intel Atom x7-Z8700,Quad-core 1.6 GHz,,"microSD, up to 256 GB (dedicated slot)","32/64 GB, 2 GB RAM",5 MP,2 MP,Yes,Wi-Fi 802.11 a/b/g/n,"v4.0, A2DP, LE",,microUSB v2.0,10-Jul,,Up to 8 h 30 min
ACER,Acer Liquid Jade Primo,GSM / HSPA / LTE,"2015, September",156.5 x 75.9 x 8.4 mm (6.16 x 2.99 x 0.33 in),150 g (5.29 oz),5.5 inches (~70.2% screen-to-body ratio),1080 x 1920 pixels (~401 ppi pixel density),Microsoft Windows 10,Qualcomm MSM8992 Snapdragon 808,Hexa-core (4x1.4 GHz Cortex-A53 & 2x1.8 GHz Cortex-A57),Adreno 418,"microSD, up to 256 GB (uses SIM 2 slot)","32 GB, 3 GB RAM","21 MP, f/2.2, autofocus, dual-LED flash, check quality","8 MP, f/2.2, 1080p@30fps",Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, WiFi Direct, hotspot","v4.0, A2DP, LE","Yes, with A-GPS",Type-C 1.0 reversible connector,10-Sep,,
ACER,Acer Liquid Z330,GSM / HSPA / LTE,"2015, September",136 x 66.5 x 9.6 mm (5.35 x 2.62 x 0.38 in),142 g (5.01 oz),4.5 inches (~61.7% screen-to-body ratio),480 x 854 pixels (~218 ppi pixel density),"Android OS, v5.1 (Lollipop)",Qualcomm MSM8909 Snapdragon 210,Quad-core 1.1 GHz Cortex-A7,Adreno 304,microSD (dedicated slot),"8 GB, 1 GB RAM","5 MP, autofocus, LED flash",5 MP,Yes,Yes,"v4.0, A2DP","Yes, with A-GPS",microUSB v2.0,10-Mar,Up to 430 h,Up to 11 h
ACER,Acer Liquid Z320,GSM / HSPA,"2015, September",136 x 66.5 x 9.6 mm (5.35 x 2.62 x 0.38 in),142 g (5.01 oz),4.5 inches (~61.7% screen-to-body ratio),480 x 854 pixels (~218 ppi pixel density),"Android OS, v5.1 (Lollipop)",Qualcomm MSM8909 Snapdragon 210,Quad-core 1.0 GHz Cortex-A7,Adreno 304,microSD (dedicated slot),"8 GB, 1 GB RAM","5 MP, autofocus, LED flash",2 MP,Yes,Yes,"v4.0, A2DP","Yes, with A-GPS",microUSB v2.0,,,
ACER,Acer Liquid Z630S,GSM / HSPA / LTE,"2015, September",156.3 x 77.5 x 8.9 mm (6.15 x 3.05 x 0.35 in),165 g (5.82 oz),5.5 inches (~68.8% screen-to-body ratio),720 x 1280 pixels (~267 ppi pixel density),"Android OS, v5.1 (Lollipop)",Mediatek MT6753,Octa-core 1.3 GHz Cortex-A53,Mali-T720MP3,microSD (dedicated slot),"32 GB, 3 GB RAM","8 MP, autofocus, LED flash",8 MP,Yes,"Wi-Fi 802.11 b/g/n, hotspot","v4.0, A2DP","Yes, with A-GPS","microUSB v2.0, USB On-The-Go",,,
ACER,Acer Liquid Z630,GSM / HSPA / LTE,"2015, September",156.3 x 77.5 x 8.9 mm (6.15 x 3.05 x 0.35 in),165 g (5.82 oz),5.5 inches (~68.8% screen-to-body ratio),720 x 1280 pixels (~267 ppi pixel density),"Android OS, v5.1 (Lollipop)",Mediatek MT6735,Quad-core 1.3 GHz Cortex-A53,Mali-T720MP2,microSD (dedicated slot),"8 GB, 1 GB RAM16 GB, 2 GB RAM","8 MP, autofocus, LED flash",8 MP,Yes,Yes,"v4.0, A2DP","Yes, with A-GPS","microUSB v2.0, USB On-The-Go",10-Apr,Up to 1030 h,Up to 22 h
ACER,Acer Liquid Z530S,GSM / HSPA / LTE,"2015, September",144 x 70.3 x 8.9 mm (5.67 x 2.77 x 0.35 in),145 g (5.11 oz),5.0 inches (~68.1% screen-to-body ratio),720 x 1280 pixels (~294 ppi pixel density),"Android OS, v5.1 (Lollipop)",Mediatek MT6753,Octa-core 1.3 GHz Cortex-A53,Mali-T720MP3,microSD (dedicated slot),"32 GB, 3 GB RAM","8 MP, autofocus, LED flash",8 MP,Yes,Yes,"v4.0, A2DP","Yes, with A-GPS",microUSB v2.0,,,
ACER,Acer Liquid Z530,GSM / HSPA / LTE,"2015, September",144 x 70.3 x 8.9 mm (5.67 x 2.77 x 0.35 in),145 g (5.11 oz),5.0 inches (~68.1% screen-to-body ratio),720 x 1280 pixels (~294 ppi pixel density),"Android OS, v5.1 (Lollipop)",Mediatek MT6735,Quad-core 1.3 GHz Cortex-A53,Mali-T720MP2,microSD (dedicated slot),"8 GB, 1 GB RAM16 GB, 2 GB RAM","8 MP, autofocus, LED flash",8 MP,Yes,Yes,"v4.0, A2DP","Yes, with A-GPS",microUSB v2.0,10-Mar,,
ACER,Acer Liquid M330,GSM / HSPA / LTE,"2015, September",136 x 66.5 x 9.6 mm (5.35 x 2.62 x 0.38 in),142 g (5.01 oz),4.5 inches (~61.7% screen-to-body ratio),480 x 854 pixels (~218 ppi pixel density),Microsoft Windows 10,Qualcomm MSM8909 Snapdragon 210,Quad-core 1.0 GHz Cortex-A7,Adreno 304,microSD (dedicated slot),"8 GB, 1 GB RAM","5 MP, autofocus, LED flash",5 MP,Yes,Yes,"v4.0, A2DP","Yes, with A-GPS",microUSB v2.0,,,
ACER,Acer Liquid M320,GSM / HSPA,"2015, September",136 x 66.5 x 9.6 mm (5.35 x 2.62 x 0.38 in),142 g (5.01 oz),4.5 inches (~61.7% screen-to-body ratio),480 x 854 pixels (~218 ppi pixel density),Microsoft Windows 10,Qualcomm MSM8909 Snapdragon 210,Quad-core 1.1 GHz Cortex-A7,Adreno 304,microSD (dedicated slot),"8 GB, 1 GB RAM","5 MP, autofocus, LED flash",2 MP,Yes,Yes,"v4.0, A2DP","Yes, with A-GPS",microUSB v2.0,,,
ACER,Acer Iconia Tab 10 A3-A30,No cellular connectivity,"2015, April",260 x 176 x 9.7 mm (10.24 x 6.93 x 0.38 in),540 g (1.19 lb),10.1 inches (~64.6% screen-to-body ratio),1920 x 1200 pixels (~224 ppi pixel density),"Android OS, v5.0 (Lollipop)",Intel Atom Z3735F,Quad-core 1.33 GHz,,"microSD, up to 256 GB (dedicated slot)","16/32/64 GB, 2 GB RAM",5 MP,2 MP,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, hotspot",v4.0,A-GPS only,microUSB v2.0,10-May,,Up to 7 h 30 min (multimedia)
ACER,Acer Iconia One 8 B1-820,No cellular connectivity,"2015, April",213.9 x 127.7 x 9.5 mm (8.42 x 5.03 x 0.37 in),355 g (12.52 oz),8.0 inches (~67.9% screen-to-body ratio),800 x 1280 pixels (~189 ppi pixel density),"Android OS, v5.0 (Lollipop)",Intel Atom Z3735G,Quad-core 1.33 GHz,,"microSD, up to 32 GB (dedicated slot)","16/32 GB, 1 GB RAM",5 MP,VGA,Yes,Wi-Fi 802.11 b/g/n,v4.0,"Yes, with A-GPS, GLONASS",microUSB v2.0,10-Apr,,Up to 8 h 30 min (multimedia)
ACER,Acer Iconia Tab A3-A20,No cellular connectivity,"2014, October",256.5 x 170.2 x 10.2 mm (10.10 x 6.70 x 0.40 in),508 g (1.12 lb),10.1 inches (~67.8% screen-to-body ratio),1280 x 800 pixels (~149 ppi pixel density),"Android OS, v4.4 (KitKat)",Mediatek MT8127,Quad-core 1.3 GHz Cortex-A7,Mali-450MP4,"microSD, up to 256 GB (dedicated slot)","16 GB, 1 GB RAM","5 MP, autofocus",2 MP,Yes,"Wi-Fi 802.11 b/g/n, hotspot",v4.0,A-GPS only,microUSB v2.0,10-Apr,,Up to 9 h (multimedia)
ACER,Acer Iconia Tab A3-A20FHD,No cellular connectivity,"2014, October",256.5 x 170.2 x 10.2 mm (10.10 x 6.70 x 0.40 in),508 g (1.12 lb),10.1 inches (~67.8% screen-to-body ratio),1920 x 1200 pixels (~224 ppi pixel density),"Android OS, v4.4 (KitKat)",Mediatek MT8127,Quad-core 1.5 GHz Cortex-A7,Mali-450MP4,"microSD, up to 256 GB (dedicated slot)","32 GB, 2 GB RAM","5 MP, autofocus",2 MP,Yes,"Wi-Fi 802.11 b/g/n, hotspot",v4.0,A-GPS only,microUSB v2.0,10-May,,Up to 8 h (multimedia)
ACER,Acer Liquid Jade Z,GSM / HSPA / LTE,"2015, March",143.5 x 69.8 x 8 mm (5.65 x 2.75 x 0.31 in),110 g (3.88 oz),5.0 inches (~68.8% screen-to-body ratio),720 x 1280 pixels (~294 ppi pixel density),"Android OS, v5.0 (Lollipop)",Mediatek MT6732,Quad-core 1.5 GHz Cortex-A53,Mali-T760MP2,"microSD, up to 32 GB (uses SIM 2 slot)","8 GB, 1 GB RAM - Liquid Jade Z16 GB, 2 GB RAM - Liquid Jade Z Plus","13 MP, f/1.8, autofocus, LED flash",5 MP,Yes,"Wi-Fi 802.11 b/g/n, hotspot","v4.0, A2DP, EDR","Yes, with A-GPS",microUSB v2.0,10-Apr,Up to 410 h (2G) / Up to 400 h (3G),Up to 7 h (2G) / Up to 4 h (3G)
ACER,Acer Liquid Z520,GSM / HSPA,"2015, March",154 x 86 x 6.4 mm (6.06 x 3.39 x 0.25 in),118 g (4.16 oz),5.0 inches (~57.1% screen-to-body ratio),480 x 854 pixels (~187 ppi pixel density),"Android OS, v4.4.2 (KitKat)",Mediatek MT6582M,Quad-core 1.3 GHz Cortex-A7,Mali-400MP2,"microSD, up to 32 GB (dedicated slot)","8 GB, 1 GB RAM16 GB, 2 GB RAM","8 MP, autofocus, LED flash",2 MP,Yes,"Wi-Fi 802.11 b/g/n, hotspot","v4.0, A2DP","Yes, with A-GPS",microUSB v2.0,10-Mar,,
ACER,Acer Liquid Z220,GSM / HSPA,"2015, March",125.3 x 64 x 9.6 mm (4.93 x 2.52 x 0.38 in),120 g (4.23 oz),4.0 inches (~56.8% screen-to-body ratio),480 x 800 pixels (~233 ppi pixel density),"Android OS, v5.0 (Lollipop)",Qualcomm Snapdragon 200,Dual-core 1.2 GHz Cortex-A7,Adreno 302,"microSD, up to 32 GB (dedicated slot)","8 GB, 1 GB RAM","5 MP, autofocus, LED flash",2 MP,Yes,"Wi-Fi 802.11 b/g/n, hotspot","v4.0, A2DP","Yes, with A-GPS",microUSB v2.0,10-Feb,,
ACER,Acer Liquid M220,GSM / HSPA,"2015, March",124.9 x 64 x 9.6 mm (4.92 x 2.52 x 0.38 in),119 g (4.20 oz),4.0 inches (~57.0% screen-to-body ratio),480 x 800 pixels (~233 ppi pixel density),Microsoft Windows Phone 8.1,Qualcomm MSM8210 Snapdragon 200,Dual-core 1.2 GHz Cortex-A7,Adreno 302,"microSD, up to 32 GB (dedicated slot)","4 GB, 512 MB RAM - Liquid M2208 GB, 1 GB RAM - Liquid M220 Plus","5 MP, autofocus, LED flash",2 MP,Yes,"Wi-Fi 802.11 b/g/n, hotspot","v4.0, A2DP","Yes, with A-GPS",microUSB v2.0,10-Feb,Up to 200 h,Up to 4 h
ACER,Acer Liquid Z410,GSM / HSPA / LTE,"2015, January",136 x 66.7 x 9.9 mm (5.35 x 2.63 x 0.39 in),145 g (5.11 oz),4.5 inches (~61.5% screen-to-body ratio),540 x 960 pixels (~245 ppi pixel density),"Android OS, v4.4.4 (KitKat)",Mediatek MT6732M,Quad-core 1.3 GHz Cortex-A53,Mali-T760MP2,"microSD, up to 32 GB (dedicated slot)","8 GB, 1 GB RAM16 GB, 2 GB RAM","5 MP, autofocus, LED flash",2 MP,Yes,"Wi-Fi 802.11 b/g/n, hotspot","v4.0, A2DP","Yes, with A-GPS",microUSB v2.0,10-Mar,,
ACER,Acer Liquid Jade S,GSM / HSPA / LTE,"2014, December",143 x 69 x 7.8 mm (5.63 x 2.72 x 0.31 in),116 g (4.09 oz),5.0 inches (~69.8% screen-to-body ratio),720 x 1280 pixels (~294 ppi pixel density),"Android OS, v4.4.4 (KitKat), upgradable to v5.1 (Lollipop)",Mediatek MT6752M,Octa-core 1.5 GHz Cortex-A53,Mali-T760MP2,"microSD, up to 32 GB (uses SIM 2 slot)","16 GB, 2 GB RAM","13 MP, f/1.8, autofocus, LED flash, check quality","5 MP, f/2.2",Yes,"Wi-Fi 802.11 b/g/n, hotspot","v4.0, A2DP, EDR","Yes, with A-GPS",microUSB v2.0,10-Apr,Up to 250 h (3G),Up to 6 h (3G)
ACER,Acer Liquid Z500,GSM / HSPA,"2014, September",145 x 73 x 8.8 mm (5.71 x 2.87 x 0.35 in),150 g (5.29 oz),5.0 inches (~65.1% screen-to-body ratio),720 x 1280 pixels (~294 ppi pixel density),"Android OS, v4.4.2 (KitKat)",Mediatek MT6582,Quad-core 1.3 GHz Cortex-A7,Mali-400MP2,"microSD, up to 32 GB (dedicated slot)","4 GB, 1 GB RAM16 GB, 2 GB RAM","8 MP, autofocus, LED flash",2 MP,Yes,"Wi-Fi 802.11 b/g/n, hotspot","v4.0, A2DP, EDR","Yes, with A-GPS",microUSB v2.0,10-Mar,,
ACER,Acer Liquid X1,GSM / HSPA / LTE,"2014, June",153.3 x 80.4 x 8.5 mm (6.04 x 3.17 x 0.33 in),164 g (5.78 oz),5.7 inches (~72.7% screen-to-body ratio),720 x 1280 pixels (~258 ppi pixel density),"Android OS, v4.4.2 (KitKat)",Mediatek MT6592,Octa-core 1.7 GHz Cortex-A7,Mali-450MP4,"microSD, up to 32 GB (dedicated slot)","16 GB, 2 GB RAM","13 MP, autofocus, LED flash",2 MP,Yes,"Wi-Fi 802.11 b/g/n, hotspot","v4.0, A2DP","Yes, with A-GPS",microUSB v2.0,10-Jun,Up to 250 h (3G),Up to 6 h (3G)
ACER,Acer Liquid Jade,GSM / HSPA,"2014, June",140.5 x 69 x 7.5 mm (5.53 x 2.72 x 0.30 in),110 g (3.88 oz),5.0 inches (~71.1% screen-to-body ratio),720 x 1280 pixels (~294 ppi pixel density),"Android OS, v4.4.2 (KitKat)",Mediatek MT6582,Quad-core 1.3 GHz Cortex-A7,Mali-400MP2,"microSD, up to 32 GB (uses SIM 2 slot)","8 GB, 1 GB RAM - Liquid Jade16 GB, 2 GB RAM - Liquid Jade Plus","13 MP, autofocus, LED flash",2 MP,Yes,"Wi-Fi 802.11 b/g/n, hotspot","v4.0, A2DP","Yes, with A-GPS",microUSB v2.0,10-Apr,Up to 330 h (3G),Up to 5 h (3G)
ACER,Acer Liquid E700,GSM / HSPA,"2014, June",147.3 x 73 x 9.9 mm (5.80 x 2.87 x 0.39 in),155 g (5.47 oz),5.0 inches (~64.1% screen-to-body ratio),720 x 1280 pixels (~294 ppi pixel density),"Android OS, v4.4.2 (KitKat)",Mediatek MT6582,Quad-core 1.2 GHz Cortex-A7,Mali-400MP2,"microSD, up to 32 GB (dedicated slot)","16 GB, 2 GB RAM or 4 GB, 1 GB RAM","8 MP, autofocus, LED flash","2 MP, LED flash",Yes,"Wi-Fi 802.11 b/g/n, hotspot",v4.0,"Yes, with A-GPS",microUSB v2.0,10-Apr,Up to 1440 h,Up to 24 h
ACER,Acer Liquid E600,GSM / HSPA / LTE,"2014, June",147 x 72 x 9.5 mm (5.79 x 2.83 x 0.37 in),155 g (5.47 oz),5.0 inches (~65.1% screen-to-body ratio),480 x 854 pixels (~196 ppi pixel density),"Android OS, v4.4.2 (KitKat)",Qualcomm MSM8926 Snapdragon 400,Quad-core 1.2 GHz Cortex-A7,Adreno 305,"microSD, up to 32 GB (dedicated slot)","4 GB, 1 GB RAM16 GB, 2 GB RAM","8 MP, autofocus, LED flash",2 MP or VGA,Yes,"Wi-Fi 802.11 b/g/n, hotspot","v4.0, A2DP","Yes, with A-GPS",microUSB v2.0,10-Apr,,Up to 6 h (3G)
ACER,Acer Liquid Z200,GSM / HSPA,"2014, June",126 x 65 x 10.3 mm (4.96 x 2.56 x 0.41 in),130 g (4.59 oz),4.0 inches (~55.6% screen-to-body ratio),480 x 800 pixels (~233 ppi pixel density),"Android OS, v4.4.2 (KitKat)",Mediatek MT6572M,Dual-core 1.0 GHz Cortex-A7,Mali-400,"microSD, up to 32 GB (dedicated slot)","4 GB, 512 MB RAM",2 MP,No,Yes,"Wi-Fi 802.11 b/g/n, hotspot","v4.0, A2DP","Yes, with A-GPS",microUSB v2.0,10-Feb,,
ACER,Acer Iconia Tab 8 A1-840FHD,No cellular connectivity,"2014, June",215 x 130 x 8.5 mm (8.46 x 5.12 x 0.33 in),360 g (12.70 oz),8.0 inches (~66.4% screen-to-body ratio),1200 x 1920 pixels (~283 ppi pixel density),"Android OS, v4.4.2 (KitKat)",Intel Atom Z3745,Quad-core 1.86 GHz,Intel Gen 7 (Ivy Bridge),"microSD, up to 32 GB (dedicated slot)","16/32 GB, 2 GB RAM",5 MP,2 MP,Yes,"Wi-Fi 802.11 a/b/g/n, dual-band",v4.0,"Yes, GLONASS",microUSB v2.0,10-Apr,,Up to 7 h 30 min (multimedia)
ACER,Acer Iconia Tab 7 A1-713,GSM / HSPA,"2014, April",8.9 mm thickness,298 g (10.51 oz),7.0 inches (~64.5% screen-to-body ratio),600 x 1024 pixels (~170 ppi pixel density),"Android OS, v4.2.2 (Jelly Bean), planned upgrade to v4.4.2 (KitKat)",,Quad-core,,"microSD, up to 32 GB (dedicated slot)","16 GB, 1 GB RAM",2 MP,Yes,Yes,Wi-Fi 802.11 b/g/n,Yes,Yes,microUSB v2.0,10-Mar,,Up to 6 h (multimedia)
ACER,Acer Iconia Tab 7 A1-713HD,GSM / HSPA,"2014, April",8.9 mm thickness,298 g (10.51 oz),7.0 inches (~66.4% screen-to-body ratio),800 x 1280 pixels (~216 ppi pixel density),"Android OS, v4.4.2 (KitKat)",,Quad-core,,"microSD, up to 32 GB (dedicated slot)","16 GB, 1 GB RAM",5 MP,Yes,Yes,Wi-Fi 802.11 b/g/n,Yes,Yes,microUSB v2.0,10-Mar,,Up to 6 h (multimedia)
ACER,Acer Iconia One 7 B1-730,No cellular connectivity,"2014, April",8.9 mm thickness,-,7.0 inches (~66.4% screen-to-body ratio),800 x 1280 pixels (~216 ppi pixel density),"Android OS, v4.2.2 (Jelly Bean), planned upgrade to v4.4.2 (KitKat)",Intel Atom Z2560,Dual-core 1.6 GHz,PowerVR SGX544MP2,"microSD, up to 32 GB (dedicated slot)","8 GB, 1 GB RAM",5 MP,Yes,Yes,Wi-Fi 802.11 b/g/n,Yes,No,microUSB v2.0,10-Feb,,Up to 7 h (multimedia)
ACER,Acer Liquid E3 Duo Plus,GSM / HSPA,"2014, Q3",138 x 69 x 8.9 mm (5.43 x 2.72 x 0.35 in),-,4.7 inches (~64.0% screen-to-body ratio),720 x 1280 pixels (~312 ppi pixel density),"Android OS, v4.2.2 (Jelly Bean)",Mediatek MT6589,Quad-core 1.2 GHz Cortex-A7,PowerVR SGX544,"microSD, up to 32 GB (dedicated slot)","16 GB, 2 GB RAM","13 MP, autofocus, LED flash","2 MP, LED flash",Yes,Yes,"v4.0, A2DP","Yes, with A-GPS, GLONASS",microUSB v2.0,10-May,Up to 260 h,Up to 5 h
ACER,Acer Liquid E3,GSM / HSPA,"2014, February",136 x 68 x 9 mm (5.35 x 2.68 x 0.35 in),134 g (4.73 oz),4.7 inches (~65.8% screen-to-body ratio),720 x 1280 pixels (~312 ppi pixel density),"Android OS, v4.2.2 (Jelly Bean)",Mediatek MT6589,Quad-core 1.2 GHz Cortex-A7,PowerVR SGX544,"microSD, up to 32 GB (dedicated slot)","4 GB, 1 GB RAM","13 MP, autofocus, LED flash","2 MP, LED flash",Yes,Yes,Yes,"Yes, with A-GPS, GLONASS",microUSB v2.0,10-Apr,Up to 260 h,Up to 5 h
ACER,Acer Liquid Z4,GSM / HSPA,"2014, February",124 x 64 x 9.7 mm (4.88 x 2.52 x 0.38 in),122 g (4.30 oz),4.0 inches (~57.4% screen-to-body ratio),480 x 800 pixels (~233 ppi pixel density),"Android OS, v4.2.2 (Jelly Bean)",Mediatek MT6572,Dual-core 1.3 GHz Cortex-A7,Mali-400,microSD (dedicated slot),"4 GB, 512 MB RAM","5 MP, autofocus, LED flash",1.3 MP,Yes,Yes,"v4.0, A2DP",No,microUSB v2.0,10-Feb,,
ACER,Acer Iconia B1-721,GSM / HSPA,"2014, January",199 x 122.3 x 11.4 mm (7.83 x 4.81 x 0.45 in),323 g (11.39 oz),7.0 inches (~56.7% screen-to-body ratio),600 x 1024 pixels (~170 ppi pixel density),"Android OS, v4.2 (Jelly Bean)",Mediatek MT8312,Dual-core 1.3 GHz Cortex-A7,Mali-400,"microSD, up to 32 GB (dedicated slot)","16 GB, 1 GB RAM",VGA,No,Yes,Wi-Fi 802.11 b/g/n,Yes,Yes,microUSB v2.0,10-Mar,,
ACER,Acer Iconia B1-720,No cellular connectivity,"2014, January",198.1 x 121.9 x 10.2 mm (7.80 x 4.80 x 0.40 in),315 g (11.11 oz),7.0 inches (~57.1% screen-to-body ratio),600 x 1024 pixels (~170 ppi pixel density),"Android OS, v4.2 (Jelly Bean)",Mediatek MT8111,Dual-core 1.3 GHz,PowerVR SGX531,"microSD, up to 32 GB (dedicated slot)","8/16 GB, 1 GB RAM",VGA,No,Yes,Wi-Fi 802.11 b/g/n,v4.0,Yes,microUSB v2.0,10-Feb,,Up to 5 h (multimedia)
ACER,Acer Iconia A1-830,No cellular connectivity,"2014, January",203 x 138.4 x 8.2 mm (7.99 x 5.45 x 0.32 in),380 g (13.40 oz),7.9 inches (~68.8% screen-to-body ratio),768 x 1024 pixels (~162 ppi pixel density),"Android OS, v4.2 (Jelly Bean)",Intel Atom Z2560,Dual-core 1.6 GHz,PowerVR SGX544MP2,"microSD, up to 32 GB (dedicated slot)","16 GB, 1 GB RAM","5 MP, autofocus",2 MP,Yes,Wi-Fi 802.11 b/g/n,v3.0,Yes,microUSB v2.0,10-Mar,,Up to 7 h 30 min (multimedia)
ACER,Acer Liquid Z5,GSM / HSPA,"2014, January",145.5 x 73.5 x 8.8 mm (5.73 x 2.89 x 0.35 in),150 g (5.29 oz),5.0 inches (~64.4% screen-to-body ratio),480 x 854 pixels (~196 ppi pixel density),"Android OS, v4.2 (Jelly Bean)",Mediatek MT6572,Dual-core 1.3 GHz Cortex-A7,Mali-400,"microSD, up to 32 GB (dedicated slot)","4 GB, 512 MB RAM","5 MP, LED flash",VGA,Yes,"Wi-Fi 802.11 b/g/n, hotspot","v3.0, A2DP, EDR","Yes, with A-GPS",microUSB v2.0,10-Apr,,
ACER,Acer Liquid S2,GSM / HSPA / LTE,"2013, August",166 x 86.2 x 9 mm (6.54 x 3.39 x 0.35 in),229 g (8.08 oz),6.0 inches (~69.0% screen-to-body ratio),1080 x 1920 pixels (~368 ppi pixel density),"Android OS, v4.2.2 (Jelly Bean)",Qualcomm MSM8974 Snapdragon 800,Quad-core 2.2 GHz Krait 400,Adreno 330,"microSD, up to 64 GB (dedicated slot)","16 GB, 2 GB RAM","13 MP, autofocus, quad-LED (ring) flash","2 MP, 1080p@30fps",Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DLNA, hotspot","v4.0, A2DP","Yes, with A-GPS, GLONASS",microUSB v2.0,10-Jul,Up to 700 h (3G),Up to 13 h (3G)
