company,phone,Technology,Announced,Dimensions,Weight,Size,Resolution,OS,Chipset,CPU,GPU,Card_slot,Internal,Primary,Secondary,3point5mm_jack,WLAN,Bluetooth,GPS,USB,Price_group,Stand_by,Talk_time
HTC,HTC DROID Incredible 4G LTE,CDMA / HSPA / EVDO / LTE,"2012, May",121.9 x 61 x 11.7 mm (4.80 x 2.40 x 0.46 in),132 g (4.66 oz),4.0 inches (~59.3% screen-to-body ratio),540 x 960 pixels (~275 ppi pixel density),"Android OS, v4.0.3 (Ice Cream Sandwich)",Qualcomm MSM8960 Snapdragon S4 Plus,Dual-core 1.2 GHz Krait,Adreno 225,"microSD, up to 32 GB (dedicated slot)","8 GB, 1 GB RAM","8 MP, autofocus, LED flash","1.3 MP, 720p",Yes,"Wi-Fi 802.11 a/b/g/n, Wi-Fi Direct, DLNA, hotspot","v4.0, A2DP","Yes, with A-GPS",microUSB v2.0 (MHL TV-out),10-Jun,,
HTC,HTC Evo 4G LTE,CDMA / EVDO / LTE,"2012, April",134.8 x 68.9 x 8.9 mm (5.31 x 2.71 x 0.35 in),134 g (4.73 oz),4.7 inches (~65.6% screen-to-body ratio),720 x 1280 pixels (~312 ppi pixel density),"Android OS, v4.0.3 (Ice Cream Sandwich)",Qualcomm MSM8960 Snapdragon S4 Plus,Dual-core 1.5 GHz Krait,Adreno 225,"microSD, up to 32 GB (dedicated slot)","16 GB, 1 GB RAM","8 MP, autofocus, LED flash","1.3 MP, 720p",Yes,"Wi-Fi 802.11 a/b/g/n, Wi-Fi Direct, DLNA, hotspot","v4.0, A2DP","Yes, with A-GPS",microUSB v2.0 (MHL TV-out),10-Apr,,Up to 7 h 30 min
HTC,HTC One XC,GSM / CDMA / EVDO,"2012, June",134.8 x 69 x 9.5 mm (5.31 x 2.72 x 0.37 in),138.5 g (4.87 oz),4.7 inches (~65.5% screen-to-body ratio),720 x 1280 pixels (~312 ppi pixel density),"Android OS, v4.0 (Ice Cream Sandwich)",,Dual-core 1.5 GHz,,No,"16 GB, 1 GB RAM","8 MP, autofocus, LED flash","1.3 MP, 720p",Yes,Yes,Yes,"Yes, with A-GPS",microUSB v2.0 (MHL TV-out),10-May,,
HTC,HTC One X,GSM / HSPA,"2012, February",134.4 x 69.9 x 8.9 mm (5.29 x 2.75 x 0.35 in),130 g (4.59 oz),4.7 inches (~64.8% screen-to-body ratio),720 x 1280 pixels (~312 ppi pixel density),"Android OS, v4.0 (Ice Cream Sandwich), upgradable to v4.1.1 (Jelly Bean)",Nvidia Tegra 3,Quad-core 1.5 GHz,ULP GeForce,No,"16/32 GB (26 GB user available), 1 GB RAM","8 MP, autofocus, LED flash, check quality","1.3 MP, 720p",Yes,"Wi-Fi 802.11 a/b/g/n, Wi-Fi Direct, DLNA, hotspot","v4.0, A2DP, aptX","Yes, with A-GPS",microUSB v2.0 (MHL TV-out),10-Apr,,
HTC,HTC One X AT&T,GSM / HSPA / LTE,"2012, February",134.8 x 69.9 x 8.9 mm (5.31 x 2.75 x 0.35 in),129 g (4.55 oz),4.7 inches (~64.6% screen-to-body ratio),720 x 1280 pixels (~312 ppi pixel density),"Android OS, v4.0 (Ice Cream Sandwich), upgradable to v4.1 (Jelly Bean)",Qualcomm MSM8960 Snapdragon S4 Plus,Dual-core 1.5 GHz Krait,Adreno 225,No,"16 GB, 1 GB RAM","8 MP, autofocus, LED flash","1.3 MP, 720p",Yes,"Wi-Fi 802.11 a/b/g/n, Wi-Fi Direct, DLNA, hotspot","v4.0, A2DP, aptX","Yes, with A-GPS",microUSB v2.0 (MHL TV-out),10-Apr,Up to 300 h,Up to 8 h 30 min
HTC,HTC One XL,GSM / HSPA / LTE,"2012, February",134.8 x 69.9 x 8.9 mm (5.31 x 2.75 x 0.35 in),129 g (4.55 oz),4.7 inches (~64.6% screen-to-body ratio),720 x 1280 pixels (~312 ppi pixel density),"Android OS, v4.0 (Ice Cream Sandwich), upgradable to v4.1 (Jelly Bean)",Qualcomm MSM8960 Snapdragon S4 Plus,Dual-core 1.5 GHz Krait,Adreno 225,No,"32 GB, 1 GB RAM","8 MP, autofocus, LED flash","1.3 MP, 720p",Yes,"Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct, DLNA, hotspot","v4.0, A2DP, aptX","Yes, with A-GPS",microUSB v2.0 (MHL TV-out),10-Apr,,
HTC,HTC One S C2,GSM / HSPA,"2012, May",130.9 x 65 x 7.8 mm (5.15 x 2.56 x 0.31 in),119.5 g (4.20 oz),4.3 inches (~59.9% screen-to-body ratio),540 x 960 pixels (~256 ppi pixel density),"Android OS, v4.0 (Ice Cream Sandwich), upgradable to v4.1 (Jelly Bean)",Qualcomm MSM8260 Snapdragon S3,Dual-core 1.7 GHz Scorpion,Adreno 220,No,"16 GB, 1 GB RAM","8 MP, autofocus, LED flash",VGA,Yes,"Wi-Fi 802.11 b/g/n, DLNA, hotspot","v4.0, A2DP, aptX","Yes, with A-GPS",microUSB v2.0 (MHL TV-out),10-Apr,,
HTC,HTC One S,GSM / HSPA,"2012, February",130.9 x 65 x 7.8 mm (5.15 x 2.56 x 0.31 in),119.5 g (4.20 oz),4.3 inches (~59.9% screen-to-body ratio),540 x 960 pixels (~256 ppi pixel density),"Android OS, v4.0 (Ice Cream Sandwich), upgradable to v4.1.1 (Jelly Bean)",Qualcomm MSM8290,Dual-core 1.5 GHz Krait,Adreno 225,No,"16 GB, 1 GB RAM","8 MP, autofocus, LED flash, check quality",VGA,Yes,"Wi-Fi 802.11 b/g/n, DLNA, hotspot","v4.0, A2DP, aptX","Yes, with A-GPS",microUSB v2.0 (MHL TV-out),10-May,Up to 317 h,Up to 10 h 30 min
HTC,HTC Velocity 4G Vodafone,GSM / HSPA / LTE,"2012, February",128.8 x 67 x 11.3 mm (5.07 x 2.64 x 0.44 in),163.8 g (5.75 oz),4.5 inches (~64.7% screen-to-body ratio),540 x 960 pixels (~245 ppi pixel density),"Android OS, v2.3",Qualcomm MSM8260 Snapdragon S3,Dual-core 1.5 GHz Scorpion,Adreno 220,"microSD, up to 32 GB (dedicated slot)","16 GB, 1 GB RAM","8 MP, autofocus, dual-LED flash","1.3 MP, 720p",Yes,"Wi-Fi 802.11 b/g/n, DLNA, hotspot","v3.0, A2DP","Yes, with A-GPS",microUSB v2.0 (MHL TV-out),10-Apr,Up to 293 h (2G) / Up to 248 h (3G),Up to 7 h 40 min (2G) / Up to 5 h 10 min (3G)
HTC,HTC One V,GSM / HSPA,"2012, February",120.3 x 59.7 x 9.2 mm (4.74 x 2.35 x 0.36 in),115 g (4.06 oz),3.7 inches (~54.3% screen-to-body ratio),480 x 800 pixels (~252 ppi pixel density),"Android OS, v4.0.3 (Ice Cream Sandwich), not upgradable to v4.1 (Jelly Bean)",Qualcomm MSM8255 Snapdragon S2,1.0 GHz Scorpion,Adreno 205,"microSD, up to 32 GB (dedicated slot)","4 GB (1 GB user available), 512 MB RAM","5 MP, autofocus, LED flash, check quality",No,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","v4.0, A2DP, aptX","Yes, with A-GPS",microUSB v2.0,10-Mar,,
HTC,HTC Velocity 4G,GSM / HSPA / LTE,"2012, January",128.8 x 67 x 11.3 mm (5.07 x 2.64 x 0.44 in),163.8 g (5.75 oz),4.5 inches (~64.7% screen-to-body ratio),540 x 960 pixels (~245 ppi pixel density),"Android OS, v2.3.7 (Gingerbread), upgradable to v4.0.4 (Ice Cream Sandwich)",Qualcomm MSM8260 Snapdragon S3,Dual-core 1.5 GHz Scorpion,Adreno 220,"microSD, up to 32 GB (dedicated slot)","16 GB (13 GB user available), 1 GB RAM","8 MP, autofocus, dual-LED flash","1.3 MP, 720p",Yes,"Wi-Fi 802.11 b/g/n, DLNA, hotspot","v3.0, A2DP","Yes, with A-GPS",microUSB v2.0 (MHL TV-out),10-May,Up to 293 h (2G) / Up to 248 h (3G),Up to 7 h 40 min (2G) / Up to 5 h 10 min (3G)
HTC,HTC Titan II,GSM / HSPA / LTE,"2012, January",132 x 69 x 13 mm (5.20 x 2.72 x 0.51 in),147 g (5.19 oz),4.7 inches (~69.0% screen-to-body ratio),480 x 800 pixels (~199 ppi pixel density),Microsoft Windows Phone 7.5 Mango,Qualcomm Snapdragon S2,1.5 GHz Scorpion,,No,16 GB,"16 MP, autofocus, dual-LED flash",1.3 MP,Yes,"Wi-Fi 802.11 b/g/n, DLNA","v2.1, A2DP, EDR","Yes, with A-GPS; Bing Maps",microUSB v2.0,10-Apr,Up to 290 h,Up to 4 h 20 min
HTC,HTC Rezound,CDMA / EVDO / LTE,"2011, November",129 x 65.5 x 13.7 mm (5.08 x 2.58 x 0.54 in),170.1 g (6.00 oz),4.3 inches (~60.3% screen-to-body ratio),720 x 1280 pixels (~342 ppi pixel density),"Android OS, v2.3.4 (Gingerbread), upgradable to v4.0 (Ice Cream Sandwich)",Qualcomm MSM8660 Snapdragon S3,Dual-core 1.5 GHz Scorpion,Adreno 220,"microSD, up to 32 GB (dedicated slot), 16 GB included","16 GB, 1 GB RAM","8 MP, autofocus, dual-LED flash",2 MP,Yes,"Wi-Fi 802.11 a/b/g/n, dual-band, DLNA, hotspot","v3.0, A2DP","Yes, with A-GPS",microUSB v2.0 (MHL TV-out),10-Apr,Up to 261 h,Up to 6 h 24 min
HTC,HTC Vivid,GSM / HSPA / LTE,"2011, October",128.8 x 67.1 x 11.2 mm (5.07 x 2.64 x 0.44 in),176.9 g (6.21 oz),4.5 inches (~64.6% screen-to-body ratio),540 x 960 pixels (~245 ppi pixel density),"Android OS, v2.3.4 (Gingerbread), upgradable to v4.0 (Ice Cream Sandwich)",Qualcomm APQ8060 Snapdragon S3,Dual-core 1.2 GHz Scorpion,Adreno 220,"microSD, up to 32 GB (dedicated slot)","16 GB, 1 GB RAM","8 MP, autofocus, dual-LED flash",1.3 MP,Yes,"Wi-Fi 802.11 b/g/n, DLNA, hotspot","v3.0, A2DP","Yes, with A-GPS",microUSB v2.0,10-Apr,Up to 288 h,Up to 7 h 40 min
HTC,HTC EVO Design 4G,GSM / CDMA / HSPA / EVDO,"2011, October",121.9 x 61 x 11.9 mm (4.80 x 2.40 x 0.47 in),147.4 g (5.19 oz),4.0 inches (~59.3% screen-to-body ratio),540 x 960 pixels (~275 ppi pixel density),"Android OS, v2.3.4 (Gingerbread), upgradable to v4.0 (Ice Cream Sandwich)",Qualcomm MSM8655 Snapdragon S2,1.2 GHz,,"microSD, up to 32 GB (dedicated slot), 8 GB included","4 GB, 768 MB RAM","5 MP, autofocus, LED flash",1.3 MP,Yes,"Wi-Fi 802.11 b/g/n, WiMAX 802.16 e, hotspot, DLNA","v3.0, A2DP","Yes, with A-GPS",microUSB v2.0,10-Mar,,Up to 6 h
HTC,HTC Sensation XL,GSM / HSPA,"2011, October",132.5 x 70.7 x 9.9 mm (5.22 x 2.78 x 0.39 in),162.5 g (5.75 oz),4.7 inches (~67.1% screen-to-body ratio),480 x 800 pixels (~199 ppi pixel density),"Android OS, v2.3 (Gingerbread), upgradable to v4.0 (Ice Cream Sandwich)",Qualcomm MSM8255 Snapdragon S2,1.5 GHz Scorpion,Adreno 205,No,"16 GB, 768 MB RAM","8 MP, autofocus, dual-LED flash, check quality",1.3 MP,Yes,"Wi-Fi 802.11 b/g/n, DLNA, hotspot","v3.0, A2DP","Yes, with A-GPS",microUSB v2.0,10-Apr,Up to 360 h (2G) / Up to 460 h (3G),Up to 11 h 50 min (2G) / Up to 6 h 50 min (3G)
HTC,HTC Explorer,GSM / HSPA,"2011, September",102.8 x 57.2 x 12.9 mm (4.05 x 2.25 x 0.51 in),108 g (3.81 oz),3.2 inches (~51.9% screen-to-body ratio),320 x 480 pixels (~180 ppi pixel density),"Android OS, v2.3 (Gingerbread)",Qualcomm MSM7225A Snapdragon S1,600 MHz Cortex A5,Adreno 200,"microSD, up to 32 GB (dedicated slot)","512 MB, 512 MB RAM","3.15 MP, check quality",No,Yes,"Wi-Fi 802.11 b/g/n, hotspot","v3.0, A2DP, EDR","Yes, with A-GPS",microUSB v2.0,10-Feb,Up to 485 h (2G) / Up to 445 h (3G),Up to 7 h 40 min (2G) / Up to 7 h 33 min (3G)
HTC,HTC Amaze 4G,GSM / HSPA,"2011, September",130 x 65.6 x 11.8 mm (5.12 x 2.58 x 0.46 in),172.9 g (6.07 oz),4.3 inches (~59.8% screen-to-body ratio),540 x 960 pixels (~256 ppi pixel density),"Android OS, v2.3.4 (Gingerbread), upgradable to v4.0 (Ice Cream Sandwich)",,Dual-core 1.5 GHz Scorpion,Adreno 220,"microSD, up to 32 GB (dedicated slot)","16 GB, 1 GB RAM","8 MP, autofocus, dual-LED flash",2 MP,Yes,"Wi-Fi 802.11 a/b/g/n, dual-band, DLNA, hotspot","v3.0, A2DP, EDR","Yes, with A-GPS",microUSB v2.0 (MHL TV-out),10-Apr,Up to 264 h,Up to 6 h
HTC,HTC Raider 4G,GSM / CDMA / HSPA / EVDO / LTE,"2011, September. Released 2011, October",128 x 67 x 11.2 mm (5.04 x 2.64 x 0.44 in),177 g (6.24 oz),4.5 inches (~65.1% screen-to-body ratio),540 x 960 pixels (~245 ppi pixel density),"Android OS, v2.3.4 (Gingerbread), upgradable to v4.0 (Ice Cream Sandwich)",,Dual-core 1.2 GHz,,"microSD, up to 32 GB (dedicated slot)","16 GB, 1 GB RAM","8 MP, autofocus, dual-LED flash",1.3 MP,Yes,"Wi-Fi 802.11 b/g/n, DLNA, hotspot","v3.0, A2DP, EDR","Yes, with A-GPS",microUSB v2.0 (MHL TV-out),10-May,Up to 293 h (2G) / Up to 248 h (3G),Up to 7 h 40 min (2G) / Up to 5 h 20 min (3G)
HTC,HTC Rhyme,GSM / HSPA,"2011, September",119 x 60.8 x 10.9 mm (4.69 x 2.39 x 0.43 in),130 g (4.59 oz),3.7 inches (~53.9% screen-to-body ratio),480 x 800 pixels (~252 ppi pixel density),"Android OS, v2.3.4 (Gingerbread), upgradable to v4.0 (Ice Cream Sandwich)",Qualcomm MSM8255 Snapdragon S2,1.0 GHz Scorpion,Adreno 205,"microSD, up to 32 GB (dedicated slot), 8 GB included","4 GB, 768 MB RAM","5 MP, autofocus, LED flash, check quality",VGA,Yes,"Wi-Fi 802.11 b/g/n, hotspot, DLNA","v3.0, A2DP, EDR","Yes, with A-GPS",microUSB v2.0,10-Mar,Up to 295 h (2G) / Up to 340 h (3G),Up to 10 h 20 min (2G) / Up to 8 h (3G)
HTC,HTC Hero S,GSM / CDMA / EVDO,"2011, September",115 x 60 x 12 mm (4.53 x 2.36 x 0.47 in),130 g (4.59 oz),4.0 inches (~63.9% screen-to-body ratio),540 x 960 pixels (~275 ppi pixel density),"Android OS, v2.3.4 (Gingerbread)",Qualcomm MSM8655 Snapdragon S2,1.2 GHz,,"microSD, up to 32 GB (dedicated slot), 8 GB included","4 GB, 768 MB RAM","5 MP, autofocus, LED flash",1.3 MP,Yes,"Wi-Fi 802.11 b/g/n, DLNA, hotspot","v3.0, A2DP, EDR","Yes, with A-GPS",microUSB v2.0 (MHL TV-out),10-Apr,Up to 456 h,Up to 7 h 20 min
HTC,HTC Rhyme CDMA,CDMA / EVDO,"2011, September",119 x 60.8 x 10.9 mm (4.69 x 2.39 x 0.43 in),130 g (4.59 oz),3.7 inches (~53.9% screen-to-body ratio),480 x 800 pixels (~252 ppi pixel density),"Android OS, v2.3 (Gingerbread)",Qualcomm MSM8255 Snapdragon S2,1.0 GHz Scorpion,Adreno 205,"microSD, up to 32 GB (dedicated slot), 8 GB included","4 GB, 768 MB RAM","5 MP, autofocus, LED flash",VGA,Yes,"Wi-Fi 802.11 b/g/n, hotspot, DLNA","v3.0, A2DP, EDR","Yes, with A-GPS",microUSB v2.0,10-Mar,Up to 410 h,Up to 7 h 20 min
HTC,HTC Sensation XE,GSM / HSPA,"2011, September",126.1 x 65.4 x 11.3 mm (4.96 x 2.57 x 0.44 in),151 g (5.33 oz),4.3 inches (~61.8% screen-to-body ratio),540 x 960 pixels (~256 ppi pixel density),"Android OS, v2.3.4 (Gingerbread), upgradable to v4.0 (Ice Cream Sandwich)",Qualcomm MSM8260 Snapdragon S3,Dual-core 1.5 GHz Scorpion,Adreno 220,"microSD, up to 32 GB (dedicated slot)","4 GB (1 GB user available), 768 MB RAM","8 MP, autofocus, dual-LED flash, check quality",VGA,Yes,"Wi-Fi 802.11 b/g/n, DLNA, hotspot","v3.0, A2DP","Yes, with A-GPS",microUSB v2.0 (MHL TV-out),10-Mar,Up to 310 h (2G) / Up to 540 h (3G),Up to 9 h 16 min (2G) / Up to 7 h 20 min (3G)
HTC,HTC Jetstream,GSM / HSPA / LTE,"2011, September",251 x 178 x 13 mm (9.88 x 7.01 x 0.51 in),709 g (1.56 lb),10.1 inches (~66.2% screen-to-body ratio),800 x 1280 pixels (~149 ppi pixel density),"Android OS, v3.1 (Honeycomb)",Qualcomm MSM8260 Snapdragon S3,Dual-core 1.5 GHz Scorpion,Adreno 220,"microSD, up to 32 GB (dedicated slot)","32 GB, 1 GB RAM","8 MP, autofocus, dual-LED flash",1.3 MP,Yes,"Wi-Fi 802.11 b/g/n, hotspot","v3.0, A2DP","Yes, with A-GPS",v2.0,10-Jun,Up to 900 h,Up to 12 h
HTC,HTC Lead,GSM / HSPA / LTE,Not officially announced yet,-,-,4.3 inches,480 x 800 pixels (~217 ppi pixel density),"Android OS, v2.3 (Gingerbread)",Broadcom BCM4329,Dual-core 1.2 GHz,,"microSD, up to 32 GB (dedicated slot)",768 MB RAM,"5 MP, autofocus",No,Yes,"Wi-Fi 802.11 b/g/n, DLNA, hotspot","v3.0, A2DP, EDR","Yes, with A-GPS",microUSB v2.0,,,
HTC,HTC Titan,GSM / HSPA,"2011, August",131.5 x 70.7 x 9.9 mm (5.18 x 2.78 x 0.39 in),160 g (5.64 oz),4.7 inches (~67.6% screen-to-body ratio),480 x 800 pixels (~199 ppi pixel density),Microsoft Windows Phone 7.5 Mango,Qualcomm MSM8255 Snapdragon S2,1.5 GHz Scorpion,Adreno 205,No,"16 GB, 512 MB RAM","8 MP, autofocus, dual-LED flash, check quality",1.3 MP,Yes,"Wi-Fi 802.11 b/g/n, DLNA","v2.1, A2DP, EDR","Yes, with A-GPS; Bing Maps",microUSB v2.0,10-Mar,Up to 360 h (2G) / Up to 460 h (3G),Up to 11 h 50 min (2G) / Up to 6 h 50 min (3G)
HTC,HTC Radar,GSM / HSPA,"2011, September",120.5 x 61.5 x 10.9 mm (4.74 x 2.42 x 0.43 in),137 g (4.83 oz),3.8 inches (~55.5% screen-to-body ratio),480 x 800 pixels (~246 ppi pixel density),Microsoft Windows Phone 7.5 Mango,Qualcomm MSM8255 Snapdragon S2,1.0 GHz Scorpion,Adreno 205,No,"8 GB, 512 MB RAM","5 MP, autofocus, LED flash, check quality",VGA,Yes,"Wi-Fi 802.11 b/g/n, DLNA","v2.1, A2DP, EDR","Yes, with A-GPS; Bing Maps",microUSB v2.0,10-Mar,Up to 480 h (2G) / Up to 535 h (3G),Up to 10 h (2G) / Up to 8 h 5 min (3G)
HTC,HTC Panache,GSM / HSPA,"2011, June",122.2 x 62.5 x 11.1 mm (4.81 x 2.46 x 0.44 in),150 g (5.29 oz),3.8 inches (~53.8% screen-to-body ratio),480 x 800 pixels (~246 ppi pixel density),"Android OS, v2.3 (Gingerbread)",Qualcomm MSM8255 Snapdragon S2,1.0 GHz Scorpion,Adreno 205,"microSD, up to 32 GB (dedicated slot), 8 GB included","8 GB (1.2 GB user available), 768 MB RAM","5 MP, autofocus, LED flash",VGA videocall camera,Yes,"Wi-Fi 802.11 b/g/n, DLNA, hotspot","v2.1, A2DP, EDR","Yes, with A-GPS",microUSB v2.0,10-May,Up to 243 h,Up to 6 h 40 min
HTC,HTC Status,GSM / HSPA,"2011, June",114.4 x 64.6 x 10.7 mm (4.50 x 2.54 x 0.42 in),120 g (4.23 oz),2.6 inches (~27.2% screen-to-body ratio),480 x 320 pixels (~222 ppi pixel density),"Android OS, v2.3 (Gingerbread)",Qualcomm MSM7227 Snapdragon S1,800 MHz ARM 11,Adreno 200,"microSD, up to 32 GB (dedicated slot)","512 MB, 512 MB RAM","5 MP, autofocus, LED flash",1.3 MP,Yes,"Wi-Fi 802.11 b/g/n, hotspot","v3.0, A2DP","Yes, with A-GPS",microUSB v2.0,10-Feb,Up to 636 h,Up to 6 h 30 min
HTC,HTC Glacier,GSM / HSPA,Not officially announced yet,-,-,3.8 inches,480 x 800 pixels (~246 ppi pixel density),"Android OS, v2.2 (Froyo)",Qualcomm MSM8255 Snapdragon S2,1.0 GHz Scorpion,Adreno 205,"microSD, up to 32 GB (dedicated slot), 8 GB included",768 MB RAM,"5 MP, autofocus, LED flash",VGA videocall camera,Yes,"Wi-Fi 802.11 b/g/n, DLNA, hotspot","v2.1, A2DP, EDR","Yes, with A-GPS",microUSB v2.0,,,
HTC,HTC Trophy,GSM / CDMA / HSPA / EVDO,"2011, May",119 x 61 x 12 mm (4.69 x 2.40 x 0.47 in),139 g (4.90 oz),3.8 inches (~56.6% screen-to-body ratio),480 x 800 pixels (~246 ppi pixel density),Microsoft Windows Phone 7,Qualcomm QSD8650 Snapdragon S1,1.0 GHz Scorpion,Adreno 200,No,"16 GB, 576 MB RAM, 512 MB ROM","5 MP, autofocus, LED flash",No,Yes,"Wi-Fi 802.11b/g/n, DLNA","v2.1, A2DP, EDR","Yes, with A-GPS; Bing Maps",microUSB v2.0,10-Feb,Up to 286 h,Up to 4 h 50 min
HTC,HTC DROID Incredible 2,GSM / CDMA / HSPA / EVDO,"2011, April",120.7 x 64 x 12.2 mm (4.75 x 2.52 x 0.48 in),135 g (4.76 oz),4.0 inches (~59.0% screen-to-body ratio),480 x 800 pixels (~233 ppi pixel density),"Android OS, v2.2 (Froyo), upgradable to v4.0 (Ice Cream Sandwich)",Qualcomm MSM8655 Snapdragon S2,1.0 GHz Scorpion,Adreno 205,"microSD, up to 32 GB (dedicated slot), 16 GB included","1.1 GB, 768 MB RAM","8 MP, autofocus, dual-LED flash",1.3 MP,Yes,"Wi-Fi 802.11 b/g/n, DLNA, hotspot","v2.1, A2DP, EDR","Yes, with A-GPS",microUSB v2.0,10-Mar,Up to 361 h,Up to 6 h 30 min
HTC,HTC Sensation 4G,GSM / HSPA,"2011, April. Released 2011, June 8th",126.1 x 65.4 x 11.3 mm (4.96 x 2.57 x 0.44 in),148 g (5.22 oz),4.3 inches (~61.8% screen-to-body ratio),540 x 960 pixels (~256 ppi pixel density),"Android OS, v2.3 (Gingerbread), upgradable to v4.0 (Ice Cream Sandwich)",Qualcomm MSM8260 Snapdragon S3,Dual-core 1.2 GHz Scorpion,Adreno 220,"microSD, up to 32 GB (dedicated slot), 8 GB included","1 GB, 768 MB RAM","8 MP, autofocus, dual-LED flash",VGA,Yes,"Wi-Fi 802.11 b/g/n, DLNA, hotspot","v3.0, A2DP","Yes, with A-GPS",microUSB v2.0 (MHL TV-out),10-May,Up to 400 h (2G) / Up to 350 h (3G),Up to 6 h 40 min (2G) / Up to 8 h 20 min (3G)
HTC,HTC EVO 3D,GSM / HSPA,"2011, Q1",126 x 65 x 12.1 mm (4.96 x 2.56 x 0.48 in),170 g (6.00 oz),4.3 inches (~62.2% screen-to-body ratio),540 x 960 pixels (~256 ppi pixel density),"Android OS, v2.3 (Gingerbread), upgradable to v4.0 (Ice Cream Sandwich)",Qualcomm MSM8660 Snapdragon S3,Dual-core 1.2 GHz Scorpion,Adreno 220,"microSD, up to 32 GB (dedicated slot)","1 GB, 1 GB RAM","5 MP, autofocus, dual-LED flash, check quality",1.3 MP,Yes,"Wi-Fi 802.11 b/g/n, DLNA, hotspot","v3.0, A2DP, EDR","Yes, with A-GPS",microUSB v2.0 (MHL TV-out),10-Apr,Up to 358 h (2G) / Up to 420 h (3G),Up to 9 h 20 min (2G) / Up to 7 h 45 min (3G)
HTC,HTC Sensation,GSM / HSPA,"2011, April. Released 2011, May",126.1 x 65.4 x 11.3 mm (4.96 x 2.57 x 0.44 in),148 g (5.22 oz),4.3 inches (~61.8% screen-to-body ratio),540 x 960 pixels (~256 ppi pixel density),"Android OS, v2.3.4 (Gingerbread), upgradable to v4.0 (Ice Cream Sandwich)",Qualcomm MSM8260 Snapdragon S3,Dual-core 1.2 GHz Scorpion,Adreno 220,"microSD, up to 32 GB (dedicated slot), 8 GB included","1 GB, 768 MB RAM","8 MP, autofocus, dual-LED flash, check quality",VGA,Yes,"Wi-Fi 802.11 b/g/n, DLNA, hotspot","v3.0, A2DP","Yes, with A-GPS",microUSB v2.0 (MHL TV-out),10-Mar,Up to 350 h (2G) / Up to 400 h (3G),Up to 8 h 20 min (2G) / Up to 6 h 40 min (3G)
HTC,HTC EVO 3D CDMA,CDMA / EVDO,"2011, March. Released 2011, June",127 x 66 x 11.9 mm (5.0 x 2.60 x 0.47 in),170.1 g (6.00 oz),4.3 inches (~60.8% screen-to-body ratio),540 x 960 pixels (~256 ppi pixel density),"Android OS, v2.3 (Gingerbread)",Qualcomm MSM8660 Snapdragon S3,Dual-core 1.2 GHz Scorpion,Adreno 220,"microSD, up to 32 GB (dedicated slot)","4 GB, 1 GB RAM","5 MP, autofocus, dual-LED flash",1.3 MP,Yes,"Wi-Fi 802.11 b/g/n, WiMAX 802.16 e, DLNA, hotspot","v3.0, A2DP, EDR","Yes, with A-GPS",microUSB v2.0 (MHL TV-out),10-May,Up to 200 h,Up to 6 h
HTC,HTC HD7S,GSM / HSPA,"2011, March",122 x 68 x 11.2 mm (4.80 x 2.68 x 0.44 in),162 g (5.71 oz),4.3 inches (~63.4% screen-to-body ratio),480 x 800 pixels (~217 ppi pixel density),Microsoft Windows Phone 7,Qualcomm QSD8250 Snapdragon S1,1.0 GHz Scorpion,Adreno 200,No,"16 GB, 576 MB RAM, 512 MB ROM","5 MP, autofocus, dual-LED flash",No,Yes,Wi-Fi 802.11 b/g/n,"v2.1, A2DP","Yes, with A-GPS; Bing Maps",microUSB v2.0,10-Mar,Up to 276 h,Up to 4 h 30 min
HTC,HTC Prime,GSM / HSPA,Not officially announced yet,-,-,3.7 inches,480 x 800 pixels (~252 ppi pixel density),Microsoft Windows Phone 7,,,,No,512 MB RAM,"5 MP, autofocus, LED flash",No,Yes,Wi-Fi 802.11 b/g/n,"v2.1, A2DP","Yes, with A-GPS; Bing Maps",microUSB v2.0,,,
HTC,HTC Merge,GSM / CDMA / HSPA / EVDO,"2011, February",120.7 x 61.9 x 13.8 mm (4.75 x 2.44 x 0.54 in),198 g (6.98 oz),3.8 inches (~55.0% screen-to-body ratio),480 x 800 pixels (~246 ppi pixel density),"Android OS, v2.2 (Froyo)",Qualcomm MSM7630,800 MHz,,"microSD, up to 32 GB (dedicated slot)","2 GB, 512 MB RAM","5 MP, autofocus, LED flash",No,Yes,"Wi-Fi 802.11 b/g/n, hotspot","v2.1, A2DP, EDR","Yes, with A-GPS",microUSB v2.0,10-Apr,Up to 330 h,Up to 6 h 30 min
HTC,HTC Incredible S,GSM / HSPA,"2011, February",120 x 64 x 11.7 mm (4.72 x 2.52 x 0.46 in),135.5 g (4.76 oz),4.0 inches (~59.3% screen-to-body ratio),480 x 800 pixels (~233 ppi pixel density),"Android OS, v2.2 (Froyo), v2.3 (Gingerbread), upgradable to v4.0 (Ice Cream Sandwich)",Qualcomm MSM8255 Snapdragon S2,1.0 GHz Scorpion,Adreno 205,"microSD, up to 32 GB (dedicated slot), 8 GB included","1.1 GB, 768 MB RAM","8 MP, autofocus, dual-LED flash, check quality",1.3 MP,Yes,"Wi-Fi 802.11 b/g/n, DLNA, hotspot","v2.1, A2DP, EDR","Yes, with A-GPS",microUSB v2.0,10-Apr,Up to 290 h (2G) / Up to 370 h (3G),Up to 9 h 40 min (2G) / Up to 6 h 20 min (3G)
